EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
12-936;200555;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica Médico Quirúrgica Proyecto Clínica;No Aplica;Privado;Secundario;13132;Vitacura;Avenida;1233;Tabancura;223954000;03-05-2016;NO;;;;;Privado;Cerrado;;;;18-01-2019
09-908;200711;;;13;Metropolitana de Santiago;09;Servicio de Salud Metropolitano Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital San José (Antiguo);No Aplica;Servicio de Salud;Terciario;13108;Independencia;Calle;1086-1108;San José;;;SI;Hospitalaria Especializada;;;;Público;Cerrado;;;;
05-705;105705;05-305;105305;04;Coquimbo;05;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;Centro Comunitario de Salud Familiar El Alba;No Aplica;Municipal;Primario;04102;Coquimbo;Calle;2104;Luis Millares;512336031;01-01-2009;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;01-07-2020
17-802;117802;17-302;117302;16;Ñuble;17;Servicio de Salud Ñuble;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU San Ramón de Nonato;No Aplica;Municipal;Primario;16101;Chillán;Calle;;Caupolicán;422877560;01-01-2009;SI;Urgencia Ambulatoria (SAPU);;;;Público;Cerrado;;;;05-06-2015
15-249;115249;;;06;Libertador Gral. B. O'Higgins;06;SEREMI de Salud del Libertador General Bernardo O?Higgins;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico Pasteur;No Aplica;Privado;Primario;06101;Rancagua;Calle;165;Astorga;722230633;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;29-05-2020
21-908;200160;21-342;121342;09;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU Pulmahue;No Aplica;Municipal;Primario;09112;Padre Las Casas;Avenida;1419;La Quebrada;452962100;;SI;Urgencia Ambulatoria (SAPU);;;;Público;Cerrado;;;;03-04-2020
20-911;200726;;;08;Biobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Dispositivo Incorporado por Crisis Sanitaria;Establecimiento de Salud;Hospital de Campaña (Hospital de Laja);No Aplica;Servicio de Salud;Terciario;08304;Laja;Calle;;Polideportivo Municipal de Laja;;;NO;;;;;Público;Cerrado;;;;24-11-2020
17-905;200705;;;16;Ñuble;17;Servicio de Salud Ñuble;Perteneciente al Sistema Nacional de Servicios de Salud;Dispositivo Incorporado por Crisis Sanitaria;Establecimiento de Salud;Estadio Municipal de Chillán Nelson Oyarzún Arenas;No Aplica;Servicio de Salud;Secundario;16101;Chillán;Calle;297;Pedro Aguirre Cerda, Estadio Municipal;;;NO;;;;;Público;Cerrado;;;;01-09-2020
09-910;200714;;;13;Metropolitana de Santiago;09;Servicio de Salud Metropolitano Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Dispositivo Incorporado por Crisis Sanitaria;Establecimiento de Salud;Centro Hospitalario de Huechuraba;No Aplica;Servicio de Salud;Terciario;13107;Huechuraba;Avenida;5000;El Salto;;;NO;;;;;Público;Cerrado;;;;01-08-2020
28-902;200727;;;08;Biobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Dispositivo Incorporado por Crisis Sanitaria;Establecimiento de Salud;Hospital de Campaña Arauco;No Aplica;Servicio de Salud;Terciario;08202;Arauco;Calle;;Gimnasio Municipal Arauco;;;NO;;;;;Público;Cerrado;;;;31-08-2020
20-915;200867;;;08;Biobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Dispositivo Incorporado por Crisis Sanitaria;Establecimiento de Salud;Infraestructura CMPC Los Angeles;No Aplica;Servicio de Salud;Terciario;08301;Los Ángeles;Avenida;751;Alemania;;;NO;;;;;Público;Cerrado;;;;30-11-2020
12-222;112222;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica Ñuñoa;No Aplica;Privado;Terciario;13120;Ñuñoa;Calle;2467;Capitán Orella;222232475;01-01-2009;NO;;;;;Privado;Cerrado;;;;30-12-2020
01-240;101240;;;15;Arica Parinacota;15;SEREMI de Salud de Arica y Parinacota;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico San José Ltda.;No Aplica;Privado;Secundario;15101;Arica;Calle;1325;Juan Noé;582593038;09-09-2011;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;05-06-2019
01-247;101247;;;15;Arica Parinacota;15;SEREMI de Salud de Arica y Parinacota;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico Chungará;No Aplica;Privado;Secundario;15101;Arica;Calle;1315;18 de Septiembre;582252172;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;05-06-2019
21-249;121249;;;09;La Araucanía;09;SEREMI de Salud de La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro de Salud Mamodiagnosis;No Aplica;Privado;Secundario;09101;Temuco;Calle;1745;Lago Puyehue;452955501;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;08-10-2018
21-258;121258;;;09;La Araucanía;09;SEREMI de Salud de La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio de Citopatología y Papanicolau;No Aplica;Privado;Secundario;09101;Temuco;Calle;110;Caupolicán;452212300;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;21-08-2018
21-267;121267;;;09;La Araucanía;09;SEREMI de Salud de La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Sociedad Inmunomédica Diagnóstico Temuco;No Aplica;Privado;Secundario;09101;Temuco;Calle;1745;Puyehue;452654070;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;06-02-2018
26-221;126221;;;12;Magallanes y de la Antártica Chilena;12;SEREMI de Salud de Magallanes y de la Antártica Chilena;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;Vacunatorio Centro Médico Colón;No Aplica;Privado;Primario;12101;Punta Arenas;Avenida;1144;Colón;612241662;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;
26-223;126223;;;12;Magallanes y de la Antártica Chilena;12;SEREMI de Salud de Magallanes y de la Antártica Chilena;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;Vacunatorio Alfamed;No Aplica;Privado;Primario;12101;Punta Arenas;Avenida;1641;Bulnes;612230406;01-01-2009;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;
26-901;200187;;;12;Magallanes y de la Antártica Chilena;12;SEREMI de Salud de Magallanes y de la Antártica Chilena;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;Centro Médico Fermín Roca;No Aplica;Privado;Primario;12101;Punta Arenas;Calle;716;Luis Navarro;612240976;16-03-2015;NO;No Aplica;No Aplica;;;Privado;Cerrado;;;;
18-208;118208;;;08;Biobío;08;SEREMI de Salud del Biobío;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro Corporación para la Nutrición Infantil (CONIN);Establecimiento de Salud;Centro CONIN Concepción;No Aplica;Privado;Secundario;08101;Concepción;Calle;1644;Maipú;418536301;01-04-2020;NO;No Aplica;No Aplica;;;Privado;Cerrado;Mediana Complejidad;Atención Cerrada-Hospitalaria;;
08-408;108408;;;05;Valparaíso;08;Servicio de Salud Aconcagua;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Cerrillos;No Aplica;Municipal;Primario;05702;Catemu;Calle;2;Aldea Los Cerrillos;;;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;
08-810;108810;;;05;Valparaíso;08;Servicio de Salud Aconcagua;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU-Curimón;No Aplica;Municipal;Primario;05701;San Felipe;Calle;1900;Cajales 1900;;;SI;Urgencia Ambulatoria (SAPU);;;;Público;Cerrado;;;;
07-420;107420;;;05;Valparaíso;07;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Pedegua;No Aplica;Municipal;Primario;05404;Petorca;Otro;;Aldea Pedegua;;;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;
26-401;126401;;;12;Magallanes y de la Antártica Chilena;26;Servicio de Salud Magallanes;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Río Seco;No Aplica;Municipal;Primario;12101;Punta Arenas;;;;;;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;
12-933;200487;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica Psiquiatrica Creser;No Aplica;Privado;Secundario;13114;Las Condes;Calle;4602;Martin de Zamora;227916915;23-04-2018;NO;;;;;Privado;Cerrado;;;;
21-338;121338;;;09;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Consultorio de Salud Mental;Establecimiento de Salud;COSAM Temuco;No Aplica;Municipal;Secundario;09101;Temuco;;;;;;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;
21-552;121552;;;09;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Lican Ray;No Aplica;Municipal;Primario;09120;Villarrica;;;;;;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;
21-554;121554;;;09;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Huincacara Norte;No Aplica;Municipal;Primario;09120;Villarrica;;;;;;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;
21-557;121557;;;09;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Huenllanto Oriente;No Aplica;Municipal;Primario;09109;Loncoche;;;;;;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;
21-569;121569;;;09;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Ancahual - San Ramón;No Aplica;Municipal;Primario;09109;Loncoche;;;;;;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;
21-574;121574;;;09;La Araucanía;21;Servicio de Salud Araucanía Sur;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Hualpín;No Aplica;Municipal;Primario;09117;Teodoro Schmidt;;;;;;NO;No Aplica;No Aplica;;;Público;Cerrado;;;;
23-201;123201;;;10;Los Lagos;23;Servicio de Salud Osorno;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Misión San Juan de la Costa;No Aplica;Delegado;Primario;10306;San Juan de la Costa;;;;;;No Aplica;No Aplica;No Aplica;;;Público;Cerrado;;;;01-01-2011
23-202;123202;;;10;Los Lagos;23;Servicio de Salud Osorno;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital Del Perpetuo Socorro de Quilacahuín;No Aplica;Delegado;Primario;10307;San Pablo;;;;;;No Aplica;No Aplica;No Aplica;;;Público;Cerrado;;;;01-01-2011
23-204;123204;;;10;Los Lagos;23;Servicio de Salud Osorno;Perteneciente al Sistema Nacional de Servicios de Salud;Hogar Protegido;Establecimiento de Salud;Hogar Protegido de Mujeres Purranque;No Aplica;Delegado;Primario;10303;Purranque;;;;;;No Aplica;No Aplica;No Aplica;;;Privado;Cerrado;;;;
23-208;123208;;;10;Los Lagos;23;Servicio de Salud Osorno;Perteneciente al Sistema Nacional de Servicios de Salud;Hogar Protegido;Establecimiento de Salud;Hogar Protegido Varones Amore;No Aplica;Delegado;Primario;10301;Osorno;;;;;;No Aplica;No Aplica;No Aplica;;;Privado;Cerrado;;;;
23-308;123308;;;10;Los Lagos;23;Servicio de Salud Osorno;Perteneciente al Sistema Nacional de Servicios de Salud;Hogar Protegido;Establecimiento de Salud;Hogar de Cristo;No Aplica;Delegado;Primario;10301;Osorno;;;;;;No Aplica;No Aplica;No Aplica;;;Privado;Cerrado;;;;01-04-2012
23-433;123433;;;10;Los Lagos;23;Servicio de Salud Osorno;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Puaucho;No Aplica;Municipal;Primario;10306;San Juan de la Costa;;;;;;No Aplica;No Aplica;No Aplica;;;Público;Cerrado;;;;01-04-2012
07-411;107411;;;05;Valparaíso;07;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Papudo;No Aplica;Municipal;Primario;05403;Papudo;;;;;;No Aplica;No Aplica;No Aplica;;;Público;Cerrado;;;;
07-413;107413;;;05;Valparaíso;07;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Zapallar;No Aplica;Municipal;Primario;05405;Zapallar;;;;;;No Aplica;No Aplica;No Aplica;;;Público;Cerrado;;;;
07-423;107423;;;05;Valparaíso;07;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Consultorio General Urbano (CGU);Establecimiento de Salud;Consultorio Santa Julia;No Aplica;Municipal;Primario;05109;Viña del Mar;;;;;;No Aplica;No Aplica;No Aplica;;;Público;Cerrado;;;;
07-424;107424;;;05;Valparaíso;07;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Aviador Acevedo;No Aplica;Municipal;Primario;05801;Quilpué;;;;;;No Aplica;No Aplica;No Aplica;;;Público;Cerrado;;;;
07-432;107432;;;05;Valparaíso;07;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Pompeya;No Aplica;Municipal;Primario;05801;Quilpué;;;;;;No Aplica;No Aplica;No Aplica;;;Público;Cerrado;;;;
18-404;118404;;;08;Biobío;18;Servicio de Salud Concepción;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Colcura;No Aplica;Municipal;Primario;08106;Lota;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
05-421;105421;;;04;Coquimbo;05;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Sotaquí;No Aplica;Municipal;Primario;04301;Ovalle;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
15-402;115402;;;06;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Olivar;No Aplica;Municipal;Primario;06111;Olivar;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
15-423;115423;;;06;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Guacarhue;No Aplica;Municipal;Primario;06114;Quinta de Tilcoco;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
15-451;115451;;;06;Libertador Gral. B. O'Higgins;15;Servicio de Salud Del Libertador B.O'Higgins;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Cunaco;No Aplica;Municipal;Primario;06305;Nancagua;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
16-485;116485;;;07;Maule;16;Servicio de Salud Del Maule;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Los Cristales;No Aplica;Municipal;Primario;07403;Longaví;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
16-513;116513;;;07;Maule;16;Servicio de Salud Del Maule;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural San Javier;No Aplica;Municipal;Primario;07406;San Javier;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
16-545;116545;;;07;Maule;16;Servicio de Salud Del Maule;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Aurora;No Aplica;Municipal;Primario;07109;San Clemente;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
11-373;111373;;;13;Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Consultorio General Urbano (CGU);Establecimiento de Salud;Consultorio Santiago Bueras;No Aplica;Municipal;Primario;13119;Maipú;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
11-375;111375;;;13;Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Consultorio General Urbano (CGU);Establecimiento de Salud;Consultorio El Trébol;No Aplica;Municipal;Primario;13119;Maipú;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
11-377;111377;;;13;Metropolitana de Santiago;11;Servicio de Salud Metropolitano Central;Perteneciente al Sistema Nacional de Servicios de Salud;Consultorio General Urbano (CGU);Establecimiento de Salud;Centro de Salud El Abrazo de Maipú;No Aplica;Municipal;Primario;13119;Maipú;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
09-318;109318;;;13;Metropolitana de Santiago;09;Servicio de Salud Metropolitano Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Consultorio General Urbano (CGU);Establecimiento de Salud;Consultorio Los Libertadores;No Aplica;Municipal;Primario;13107;Huechuraba;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
10-600;110600;;;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Consultorio General Urbano (CGU);Establecimiento de Salud;Consultorio Dr Julio Schwarzenberg;No Aplica;Delegado;Primario;13103;Cerro Navia;;;;;;NO;No Aplica;No Aplica;;;Sin dato;Cerrado;;;;
10-835;110835;;;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU-Cerro Navia;No Aplica;Municipal;Primario;13103;Cerro Navia;;;;;;SI;Urgencia Ambulatoria (SAPU);;;;Sin dato;Cerrado;;;;
10-840;110840;;;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU-Dr Yazigi;No Aplica;Municipal;Primario;13117;Lo Prado;;;;;;SI;Urgencia Ambulatoria (SAPU);;;;Sin dato;Cerrado;;;;
10-850;110850;;;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU-Pudahuel Estrella;No Aplica;Municipal;Primario;13124;Pudahuel;;;;;;SI;Urgencia Ambulatoria (SAPU);;;;Sin dato;Cerrado;;;;
10-851;110851;;;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU-Pudahuel Poniente;No Aplica;Municipal;Primario;13124;Pudahuel;;;;;;SI;Urgencia Ambulatoria (SAPU);;;;Sin dato;Cerrado;;;;
10-855;110855;;;13;Metropolitana de Santiago;10;Servicio de Salud Metropolitano Occidente;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU-Dr Albertz;No Aplica;Municipal;Primario;13103;Cerro Navia;;;;;;SI;Urgencia Ambulatoria (SAPU);;;;Sin dato;Cerrado;;;;
