Region;Servicio de salud;Comuna;Establecimiento;CodigoEstablecimiento;Numerador;Denominador;PorcentajeCumplimiento
Atacama;Servicio de Salud Atacama;Alto del Carmen;Centro de Salud Familiar Alto del Carmen;104322;2;12;16.67
Atacama;Servicio de Salud Atacama;Caldera;Centro Comunitario de Salud Familiar Orfelia Lavín;104701;17;25;68.0
Atacama;Servicio de Salud Atacama;Caldera;Centro de Salud Familiar Rosario Corvalán;104301;51;94;54.26
Atacama;Servicio de Salud Atacama;Chañaral;Centro de Salud Familiar Dr. Luis Herrera;104309;72;59;122.03
Atacama;Servicio de Salud Atacama;Chañaral;Posta de Salud Rural El Salado de Chañaral;104401;0;2;0.0
Atacama;Servicio de Salud Atacama;Copiapó;Centro de Salud Familiar Candelaria Rosario;104305;31;59;52.54
Atacama;Servicio de Salud Atacama;Copiapó;Centro de Salud Familiar Dr. Bernardo Mellibovsky;104321;139;148;93.92
Atacama;Servicio de Salud Atacama;Copiapó;Centro de Salud Familiar Juan Martínez;104302;61;103;59.22
Atacama;Servicio de Salud Atacama;Copiapó;Centro de Salud Familiar Manuel Rodríguez;104306;89;96;92.71
Atacama;Servicio de Salud Atacama;Copiapó;Centro de Salud Familiar Paipote;104307;81;147;55.1
Atacama;Servicio de Salud Atacama;Copiapó;Centro de Salud Familiar Pedro León Gallo;104303;137;215;63.72
Atacama;Servicio de Salud Atacama;Copiapó;Centro de Salud Familiar Rosario-Palomar;104304;24;120;20.0
Atacama;Servicio de Salud Atacama;Copiapó;Centro de Salud Familiar Santa Elvira;104300;62;98;63.27
Atacama;Servicio de Salud Atacama;Diego de Almagro;Centro de Salud Familiar El Salvador;104311;8;2;400.0
Atacama;Servicio de Salud Atacama;Diego de Almagro;Hospital Dr. Florencio Vargas (Diego de Almagro);104102;39;55;70.91
Atacama;Servicio de Salud Atacama;Freirina;Centro de Salud Familiar Freirina;104314;28;46;60.87
Atacama;Servicio de Salud Atacama;Freirina;Posta de Salud Rural Carrizalillo (Freirina);104409;0;1;0.0
Atacama;Servicio de Salud Atacama;Huasco;Centro de Salud Familiar Juan Verdaguer;104319;2;28;7.14
Atacama;Servicio de Salud Atacama;Huasco;Hospital Dr. Manuel Magalhaes Medling (Huasco);104104;10;31;32.26
Atacama;Servicio de Salud Atacama;Huasco;Posta de Salud Rural Jeremías Cortés;104416;0;5;0.0
Atacama;Servicio de Salud Atacama;Huasco;Posta de Salud Rural Padre Mariano Avellana Lasierra;104415;1;1;100.0
Atacama;Servicio de Salud Atacama;Huasco;Posta de Salud Rural Segundo Ponce;104413;1;0;
Atacama;Servicio de Salud Atacama;Tierra Amarilla;Centro de Salud Familiar Dr. Salvador Allende Gossens;104308;51;64;79.69
Atacama;Servicio de Salud Atacama;Tierra Amarilla;Posta de Salud Rural Los Loros;104400;10;12;83.33
Atacama;Servicio de Salud Atacama;Vallenar;Centro de Salud Familiar Baquedano;104316;33;52;63.46
Atacama;Servicio de Salud Atacama;Vallenar;Centro de Salud Familiar Estación;104313;64;98;65.31
Atacama;Servicio de Salud Atacama;Vallenar;Centro de Salud Familiar Hermanos Carrera;104315;33;42;78.57
Atacama;Servicio de Salud Atacama;Vallenar;Centro de Salud Familiar Joan Crawford Astudillo;104317;83;142;58.45
Atacama;Servicio de Salud Atacama;Vallenar;Posta de Salud Rural Domeyko;104405;4;0;
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Aisén;Centro Comunitario de Salud Familiar  Villa Mañihuales;125418;3;0;
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Aisén;Centro Comunitario de Salud Familiar Puerto Chacabuco;125417;2;1;200.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Aisén;Centro Comunitario de Salud Familiar Ribera Sur;125701;14;14;100.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Aisén;Centro de Salud Familiar Puerto Aysen;200380;65;112;58.04
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Chile Chico;Hospital Dr. Leopoldo Ortega Rodríguez (Chile Chico);125102;11;14;78.57
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Cisnes;Hospital Dr. Jorge Ibar Bruce (Cisnes);125104;7;10;70.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Cochrane;Hospital Lord Cochrane;125103;6;10;60.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;CESFAM  Víctor Domingo Silva;125300;171;191;89.53
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Consultorio Alejandro Gutiérrez;125301;196;215;91.16
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Posta de Salud Rural Lago Atravesado;125423;0;1;0.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Coyhaique;Posta de Salud Rural Valle Simpson;125414;0;1;0.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;Guaitecas;Posta de Salud Rural Melinka;125401;1;1;100.0
Aysén del General Carlos Ibañez del Campo;Servicio de Salud Aysén;O'Higgins;Posta de Salud Rural Villa O'Higgins;125425;0;1;0.0
Biobío;Servicio de Salud Arauco;Arauco;Centro de Salud Familiar Carampangue;128438;34;46;73.91
Biobío;Servicio de Salud Arauco;Arauco;Centro de Salud Familiar Laraquete;128414;27;35;77.14
Biobío;Servicio de Salud Arauco;Arauco;Centro de Salud Familiar Tubul;128729;15;20;75.0
Biobío;Servicio de Salud Arauco;Arauco;Hospital San Vicente de Arauco;128113;83;114;72.81
Biobío;Servicio de Salud Arauco;Arauco;Posta de Salud Rural Las Puentes;128440;0;1;0.0
Biobío;Servicio de Salud Arauco;Arauco;Posta de Salud Rural Llico (Arauco);128444;2;1;200.0
Biobío;Servicio de Salud Arauco;Arauco;Posta de Salud Rural Punta Lavapié;128413;4;5;80.0
Biobío;Servicio de Salud Arauco;Arauco;Posta de Salud Rural Ramadillas;128412;6;5;120.0
Biobío;Servicio de Salud Arauco;Cañete;Centro Comunitario de Salud Familiar Antiquina;128416;13;16;81.25
Biobío;Servicio de Salud Arauco;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);128111;138;189;73.02
Biobío;Servicio de Salud Arauco;Cañete;Posta de Salud Rural Cayucupil;128415;12;12;100.0
Biobío;Servicio de Salud Arauco;Cañete;Posta de Salud Rural Huentelolén;128418;21;24;87.5
Biobío;Servicio de Salud Arauco;Cañete;Posta de Salud Rural Llenquehue;128423;5;7;71.43
Biobío;Servicio de Salud Arauco;Cañete;Posta de Salud Rural Lloncao;128424;4;4;100.0
Biobío;Servicio de Salud Arauco;Cañete;Posta de Salud Rural Pangueco (Cañete);128446;10;10;100.0
Biobío;Servicio de Salud Arauco;Cañete;Posta de Salud Rural Pocuno;128425;4;5;80.0
Biobío;Servicio de Salud Arauco;Contulmo;Centro Comunitario de Salud Familiar Elicura;128426;9;1;900.0
Biobío;Servicio de Salud Arauco;Contulmo;Hospital de Contulmo;128112;37;42;88.1
Biobío;Servicio de Salud Arauco;Curanilahue;Centro de Salud Familiar Eleuterio Ramírez;128327;61;93;65.59
Biobío;Servicio de Salud Arauco;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);128109;118;123;95.93
Biobío;Servicio de Salud Arauco;Curanilahue;Posta de Salud Rural San José de Colico;128442;6;7;85.71
Biobío;Servicio de Salud Arauco;Lebu;Centro de Salud Familiar Lebu Norte;128311;52;62;83.87
Biobío;Servicio de Salud Arauco;Lebu;Hospital de Lebu;128110;61;100;61.0
Biobío;Servicio de Salud Arauco;Lebu;Posta de Salud Rural Isla Mocha;128410;0;2;0.0
Biobío;Servicio de Salud Arauco;Lebu;Posta de Salud Rural Pehuén;128406;4;10;40.0
Biobío;Servicio de Salud Arauco;Lebu;Posta de Salud Rural Santa Rosa (Lebu);128443;2;6;33.33
Biobío;Servicio de Salud Arauco;Los Álamos;Centro Comunitario de Salud Familiar Los Álamos;128728;40;40;100.0
Biobío;Servicio de Salud Arauco;Los Álamos;Centro de Salud Familiar Los Álamos;128328;84;91;92.31
Biobío;Servicio de Salud Arauco;Los Álamos;Posta de Salud Rural Antihuala;128417;17;17;100.0
Biobío;Servicio de Salud Arauco;Los Álamos;Posta de Salud Rural Pangue;128408;7;7;100.0
Biobío;Servicio de Salud Arauco;Los Álamos;Posta de Salud Rural Tres Pinos;128407;6;6;100.0
Biobío;Servicio de Salud Arauco;Tirúa;Centro Comunitario de Salud Familiar Quidico;128730;25;25;100.0
Biobío;Servicio de Salud Arauco;Tirúa;Centro de Salud Familiar Isabel Jiménez;128324;26;40;65.0
Biobío;Servicio de Salud Arauco;Tirúa;Posta de Salud Rural Alto Quilantahue;128421;1;0;
Biobío;Servicio de Salud Arauco;Tirúa;Posta de Salud Rural Casa de Piedra;128422;6;6;100.0
Biobío;Servicio de Salud Arauco;Tirúa;Posta de Salud Rural Primer Agua;128447;7;7;100.0
Biobío;Servicio de Salud Arauco;Tirúa;Posta de Salud Rural Ranquilhue;128420;7;9;77.78
Biobío;Servicio de Salud Biobío;Alto Biobío;Centro de Salud Familiar Ralco;120312;20;27;74.07
Biobío;Servicio de Salud Biobío;Alto Biobío;Posta de Salud Rural Butalelbum;120471;0;1;0.0
Biobío;Servicio de Salud Biobío;Alto Biobío;Posta de Salud Rural Callaqui;120444;1;1;100.0
Biobío;Servicio de Salud Biobío;Alto Biobío;Posta de Salud Rural Cauñicú;120464;1;3;33.33
Biobío;Servicio de Salud Biobío;Alto Biobío;Posta de Salud Rural Malla Malla;120449;1;2;50.0
Biobío;Servicio de Salud Biobío;Alto Biobío;Posta de Salud Rural Malla Palmucho;120450;0;1;0.0
Biobío;Servicio de Salud Biobío;Alto Biobío;Posta de Salud Rural Pitril;120441;2;3;66.67
Biobío;Servicio de Salud Biobío;Alto Biobío;Posta de Salud Rural Ralco Lepoy;120448;7;10;70.0
Biobío;Servicio de Salud Biobío;Alto Biobío;Posta de Salud Rural Trapa Trapa;120445;2;6;33.33
Biobío;Servicio de Salud Biobío;Antuco;Centro de Salud Familiar Antuco;120303;19;19;100.0
Biobío;Servicio de Salud Biobío;Antuco;Posta de Salud Rural Los Canelos (Antuco);120415;2;1;200.0
Biobío;Servicio de Salud Biobío;Cabrero;Centro Comunitario de Salud Familiar Cabrero;200243;7;8;87.5
Biobío;Servicio de Salud Biobío;Cabrero;Centro de Salud Familiar Lautaro Cáceres Ramos;120305;102;146;69.86
Biobío;Servicio de Salud Biobío;Cabrero;Centro de Salud Familiar Monteaguila;120304;55;61;90.16
Biobío;Servicio de Salud Biobío;Cabrero;Posta de Salud Rural Charrúa;120456;1;1;100.0
Biobío;Servicio de Salud Biobío;Cabrero;Posta de Salud Rural Chillancito;120455;2;3;66.67
Biobío;Servicio de Salud Biobío;Cabrero;Posta de Salud Rural Colicheo;120457;1;1;100.0
Biobío;Servicio de Salud Biobío;Laja;Centro Comunitario de Salud Familiar Laja;200267;23;27;85.19
Biobío;Servicio de Salud Biobío;Laja;Consultorio General Rural del  Laja;201396;14;15;93.33
Biobío;Servicio de Salud Biobío;Laja;Hospital Comunitario de Laja;120105;90;119;75.63
Biobío;Servicio de Salud Biobío;Laja;Posta de Salud Rural Puente Perales;120421;8;8;100.0
Biobío;Servicio de Salud Biobío;Laja;Posta de Salud Rural Santa Elena (Laja);120420;4;6;66.67
Biobío;Servicio de Salud Biobío;Los Ángeles;CESFAM Sur Dr. Pablo Murúa Barbenza;120311;70;99;70.71
Biobío;Servicio de Salud Biobío;Los Ángeles;Centro Comunitario de Salud Familiar El Peral;120407;32;32;100.0
Biobío;Servicio de Salud Biobío;Los Ángeles;Centro Comunitario de Salud Familiar Galvarino;120701;28;34;82.35
Biobío;Servicio de Salud Biobío;Los Ángeles;Centro Comunitario de Salud Familiar Las Azaleas;120781;5;6;83.33
Biobío;Servicio de Salud Biobío;Los Ángeles;Centro Comunitario de Salud Familiar Los Carrera;120780;21;25;84.0
Biobío;Servicio de Salud Biobío;Los Ángeles;Centro Comunitario de Salud Familiar Los Pioneros;120710;17;17;100.0
Biobío;Servicio de Salud Biobío;Los Ángeles;Centro Comunitario de Salud Familiar Villa Los Ríos;120711;17;27;62.96
Biobío;Servicio de Salud Biobío;Los Ángeles;Centro de Salud Familiar 2 Septiembre;120309;161;193;83.42
Biobío;Servicio de Salud Biobío;Los Ángeles;Centro de Salud Familiar Entre Ríos;200312;157;201;78.11
Biobío;Servicio de Salud Biobío;Los Ángeles;Centro de Salud Familiar Nororiente de Los Ángeles;120301;134;154;87.01
Biobío;Servicio de Salud Biobío;Los Ángeles;Centro de Salud Familiar Norte de Los Ángeles;120310;138;190;72.63
Biobío;Servicio de Salud Biobío;Los Ángeles;Centro de Salud Familiar Nuevo Horizonte;120315;160;172;93.02
Biobío;Servicio de Salud Biobío;Los Ángeles;Centro de Salud Familiar Santa Fe;120302;39;44;88.64
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural Alborada;120414;4;4;100.0
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural Chacayal Norte;120402;1;7;14.29
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural Chacayal Sur;120467;6;16;37.5
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural Dicahue;120411;3;3;100.0
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural El Durazno ( Los Ángeles);120403;3;3;100.0
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural Llano Blanco;120405;7;7;100.0
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural Los Molinos;120404;1;1;100.0
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural Los Robles (Los Ángeles);120413;5;5;100.0
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural Los Troncos;120406;4;4;100.0
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural Mesamávida (Los Ángeles);120409;2;3;66.67
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural Millantú;120401;15;16;93.75
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural Salto del Laja;120412;3;9;33.33
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural San Carlos;120408;9;11;81.82
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural San Gerardo;120410;1;3;33.33
Biobío;Servicio de Salud Biobío;Los Ángeles;Posta de Salud Rural Virquenco;120468;21;23;91.3
Biobío;Servicio de Salud Biobío;Mulchén;Centro Comunitario de Salud Familiar Mulchén;120702;19;22;86.36
Biobío;Servicio de Salud Biobío;Mulchén;Centro Comunitario de Salud Familiar Villa La Granja;200413;27;32;84.38
Biobío;Servicio de Salud Biobío;Mulchén;Hospital de Mulchén;120102;102;121;84.3
Biobío;Servicio de Salud Biobío;Mulchén;Posta de Salud Rural Alhuelemu;120470;3;3;100.0
Biobío;Servicio de Salud Biobío;Mulchén;Posta de Salud Rural El Cisne;120416;2;2;100.0
Biobío;Servicio de Salud Biobío;Mulchén;Posta de Salud Rural Mañihual;120465;2;2;100.0
Biobío;Servicio de Salud Biobío;Mulchén;Posta de Salud Rural Rapelco;120466;2;2;100.0
Biobío;Servicio de Salud Biobío;Mulchén;Posta de Salud Rural Santa Adriana;120418;1;1;100.0
Biobío;Servicio de Salud Biobío;Mulchén;Posta de Salud Rural Tierras Libres;120417;1;2;50.0
Biobío;Servicio de Salud Biobío;Nacimiento;Centro Comunitario de Salud Familiar Julio Hemmelmann;120703;44;49;89.8
Biobío;Servicio de Salud Biobío;Nacimiento;Centro Comunitario de Salud Familiar Lautaro;120704;27;34;79.41
Biobío;Servicio de Salud Biobío;Nacimiento;Hospital Comunitario y Familiar de Nacimiento;120103;63;70;90.0
Biobío;Servicio de Salud Biobío;Nacimiento;Posta de Salud Rural Carrizal;120427;1;1;100.0
Biobío;Servicio de Salud Biobío;Nacimiento;Posta de Salud Rural Culenco;120423;4;6;66.67
Biobío;Servicio de Salud Biobío;Nacimiento;Posta de Salud Rural Dollinco (Nacimiento);120422;1;2;50.0
Biobío;Servicio de Salud Biobío;Negrete;Centro de Salud Familiar Yanequén;120307;46;80;57.5
Biobío;Servicio de Salud Biobío;Negrete;Posta de Salud Rural Coigue;120425;3;7;42.86
Biobío;Servicio de Salud Biobío;Negrete;Posta de Salud Rural Rihue;120429;3;7;42.86
Biobío;Servicio de Salud Biobío;Quilaco;Consultorio  Quilaco;120316;23;23;100.0
Biobío;Servicio de Salud Biobío;Quilaco;Posta de Salud Rural Loncopangue;120432;5;5;100.0
Biobío;Servicio de Salud Biobío;Quilaco;Posta de Salud Rural Piñiquihue;120438;2;2;100.0
Biobío;Servicio de Salud Biobío;Quilaco;Posta de Salud Rural Rucalhue;120431;1;3;33.33
Biobío;Servicio de Salud Biobío;Quilleco;Centro de Salud Familiar Canteras Villa Mercedes;120314;24;29;82.76
Biobío;Servicio de Salud Biobío;Quilleco;Centro de Salud Familiar Quilleco;120306;24;26;92.31
Biobío;Servicio de Salud Biobío;San Rosendo;Centro de Salud Familiar Dr. Carlos Echeverría Véjar;120308;26;28;92.86
Biobío;Servicio de Salud Biobío;Santa Bárbara;Centro Comunitario de Salud Familiar Santa Bárbara;200259;15;20;75.0
Biobío;Servicio de Salud Biobío;Santa Bárbara;Hospital Comunitario de Santa Bárbara;120106;57;68;83.82
Biobío;Servicio de Salud Biobío;Santa Bárbara;Posta de Salud Rural El Huachi;120443;1;1;100.0
Biobío;Servicio de Salud Biobío;Santa Bárbara;Posta de Salud Rural Los Boldos;120447;1;0;
Biobío;Servicio de Salud Biobío;Santa Bárbara;Posta de Salud Rural Los Junquillos;120469;2;2;100.0
Biobío;Servicio de Salud Biobío;Santa Bárbara;Posta de Salud Rural Villucura;120442;1;1;100.0
Biobío;Servicio de Salud Biobío;Tucapel;Consultorio Tucapel;120458;28;31;90.32
Biobío;Servicio de Salud Biobío;Tucapel;Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil;120107;47;71;66.2
Biobío;Servicio de Salud Biobío;Tucapel;Posta de Salud Rural Polcura;120460;5;6;83.33
Biobío;Servicio de Salud Biobío;Tucapel;Posta de Salud Rural Trupán;120459;11;11;100.0
Biobío;Servicio de Salud Biobío;Yumbel;Centro de Salud Familiar Yumbel Estación;120313;33;39;84.62
Biobío;Servicio de Salud Biobío;Yumbel;Hospital Comunitario de Yumbel;120104;48;69;69.57
Biobío;Servicio de Salud Biobío;Yumbel;Posta de Salud Rural Canchillas;120473;2;2;100.0
Biobío;Servicio de Salud Biobío;Yumbel;Posta de Salud Rural La Aguada;120451;3;3;100.0
Biobío;Servicio de Salud Biobío;Yumbel;Posta de Salud Rural Rere;120452;1;1;100.0
Biobío;Servicio de Salud Biobío;Yumbel;Posta de Salud Rural Río Claro;120454;3;4;75.0
Biobío;Servicio de Salud Biobío;Yumbel;Posta de Salud Rural Tomeco;120453;1;1;100.0
Biobío;Servicio de Salud Concepción;Chiguayante;CESFAM  Pinares Dr. Eloisa Díaz Insunza;118301;53;83;63.86
Biobío;Servicio de Salud Concepción;Chiguayante;CESFAM Dr. Virginio Gomez G.  Valle La Piedra;201233;33;46;71.74
Biobío;Servicio de Salud Concepción;Chiguayante;Centro de Salud Familiar Chiguayante;118307;75;83;90.36
Biobío;Servicio de Salud Concepción;Chiguayante;Centro de Salud Familiar La Leonera;118314;67;95;70.53
Biobío;Servicio de Salud Concepción;Concepción;Centro Comunitario de Salud Familiar Chaimávida;200052;8;14;57.14
Biobío;Servicio de Salud Concepción;Concepción;Centro de Salud Familiar Juan Soto Fernández;118310;53;69;76.81
Biobío;Servicio de Salud Concepción;Concepción;Centro de Salud Familiar Lorenzo Arenas;118309;62;96;64.58
Biobío;Servicio de Salud Concepción;Concepción;Centro de Salud Familiar O'Higgins;118304;123;174;70.69
Biobío;Servicio de Salud Concepción;Concepción;Centro de Salud Familiar Pedro de Valdivia;118303;39;38;102.63
Biobío;Servicio de Salud Concepción;Concepción;Centro de Salud Familiar Santa Sabina;118317;55;83;66.27
Biobío;Servicio de Salud Concepción;Concepción;Centro de Salud Familiar Tucapel;118306;80;136;58.82
Biobío;Servicio de Salud Concepción;Concepción;Centro de Salud Familiar Villa Nonguén (Organizaciones sin fines de lucro y ONG);118609;36;76;47.37
Biobío;Servicio de Salud Concepción;Concepción;Centro de Salud Familiar Víctor Manuel Fernández;118305;156;197;79.19
Biobío;Servicio de Salud Concepción;Coronel;Centro Comunitario de Salud Familiar Escuadrón;118713;21;32;65.62
Biobío;Servicio de Salud Concepción;Coronel;Centro Comunitario de Salud Familiar Lagunillas;118712;4;7;57.14
Biobío;Servicio de Salud Concepción;Coronel;Centro de Salud Familiar Carlos Pinto Fierro;118311;81;133;60.9
Biobío;Servicio de Salud Concepción;Coronel;Centro de Salud Familiar Lagunillas;118312;52;113;46.02
Biobío;Servicio de Salud Concepción;Coronel;Centro de Salud Familiar Yobilo;118313;91;153;59.48
Biobío;Servicio de Salud Concepción;Coronel;Hospital San José (Coronel);118105;87;163;53.37
Biobío;Servicio de Salud Concepción;Coronel;Posta de Salud Rural Patagual;118446;1;1;100.0
Biobío;Servicio de Salud Concepción;Coronel;Posta de Salud Rural Puerto Norte Isla Sta. María;118403;0;1;0.0
Biobío;Servicio de Salud Concepción;Florida;Centro Comunitario de Salud Familiar Copiulemu;118700;7;9;77.78
Biobío;Servicio de Salud Concepción;Florida;Hospital San Agustín de Florida;118108;28;38;73.68
Biobío;Servicio de Salud Concepción;Florida;Posta de Salud Rural Cancha Los Monteros;118441;0;1;0.0
Biobío;Servicio de Salud Concepción;Florida;Posta de Salud Rural Granerillos;118439;2;2;100.0
Biobío;Servicio de Salud Concepción;Florida;Posta de Salud Rural Roa;118445;1;1;100.0
